# ==============================================================================
# List	of	protein-ligand	known
# 17679	protein-ligand	complexes	sorted
# Latest	update:	Dec
# PDB code,	-logKd/Ki,	Kd/Ki,	name
# ==============================================================================
4kby	6.73	Kd=186nM	(C2E)
4mx0	6.73	IC50=184.7nM	(BCZ)
4pum	6.73	Kd=188.1nM	(2WU)
4r5b	6.73	Ki=185nM	(3J4)
4w9h	6.73	Kd=0.185uM	(3JF)
5aly	6.73	IC50=0.1845uM	(B7H)
5am6	6.73	Kd=185nM	(38O)
5gvm	6.73	Kd=186nM	(G57)
5i8p	6.73	Kd=185nM	(VQ7)
5ia0	6.73	Kd=187nM	(A5B)
5js3	6.73	Kd=0.185uM	(6MG)
1add	6.74	Ki=0.18uM	(1DA)
1r5h	6.74	IC50=0.18uM	(AO2)
1tmb	6.74	Ki=0.18uM	(5-mer)
1usi	6.74	Kd=0.18uM	(PHE)
2azc	6.74	IC50=183nM	(3TL)
2p3d	6.74	Ki=180nM	(3TL)
2pax	6.74	IC50=0.18uM	(4AN)
2uzd	6.74	IC50=0.18uM	(C85)
2vex	6.74	IC50=180nM	(IZ4)
2vj9	6.74	IC50=180nM	(VG7)
2wxf	6.74	IC50=180nM	(039)
2x91	6.74	Ki=180nM	(LPR)
2x9e	6.74	IC50=0.182uM	(SVE)
2zc9	6.74	Ki=180nM	(22U)
2zgx	6.74	Ki=180nM	(29U)
3anq	6.74	Ki=0.18uM	(EHB)
3dgo	6.74	Kd=180nM	(ATP)
3fh8	6.74	IC50=180nM	(27P)
3fzy	6.74	Kd=0.18uM	(IHP)
3heg	6.74	Kd=0.18uM	(BAX)
3hng	6.74	IC50=0.18uM	(8ST)
3m67	6.74	Kd=0.18uM	(E36)
3mv5	6.74	IC50=180nM	(XFE)
3n6k	6.74	Kd=180nM	(BFH)
3oim	6.74	Ki=180nM	(VZ5)
3pdh	6.74	Kd=183nM	(18-mer)
3pdq	6.74	IC50=180nM	(KC6)
3q6s	6.74	Kd=0.18uM	(19-mer)
3r21	6.74	IC50=0.18uM	(D36)
3s0n	6.74	IC50=180nM	(0BB)
3wav	6.74	IC50=180nM	(DWV)
3zm5	6.74	IC50=0.18uM	(IGM)
4bo6	6.74	IC50=0.18uM	(36P)
4ca6	6.74	Ki=180nM	(3EF)
4cy1	6.74	Kd=181nM	(15-mer)
4ew3	6.74	Ki=0.18uM	(DXZ)
4f9y	6.74	Kd=184nM	(LM3)
4hwr	6.74	Ki=182nM	(1B2)
4j0t	6.74	IC50=0.184uM	(6T9)
4lg6	6.74	Kd=0.18uM	(17-mer)
4lxz	6.74	Kd=0.182uM	(SHH)
4odn	6.74	Kd=0.183uM	(17-mer)
4oyk	6.74	Kd=0.18uM	(19-mer)
4p4e	6.74	IC50=180nM	(2G4)
4rxz	6.74	Kd=181nM	(12-mer)
4wlb	6.74	IC50=0.18uM	(3QQ)
4wmu	6.74	Kd=0.18uM	(19H)
4ylk	6.74	IC50=0.18uM	(4E2)
4zpf	6.74	IC50=0.18uM	(4QD)
5fv7	6.74	Kd=182nM	(R3Z)
5ih8	6.74	IC50=0.18uM	(6BJ)
5j27	6.74	Kd=180nM	(6FF)
5nk2	6.74	Kd=182nM	(8ZZ)
5u7m	6.74	Kd=180nM	(83G)
5uzk	6.74	Ki=180nM	(504)
5x73	6.74	Kd=184nM	(P59)
5xsu	6.74	Kd=180nM	(8E3)
5yu9	6.74	Kd=0.18uM	(1E8)
5za9	6.74	Ki=183nM	(50I)
6bgv	6.74	Kd=0.18uM	(DQG)
6di1	6.74	IC50=180nM	(GJD)
6htz	6.74	IC50=183nM	(GRK)
1cx9	6.75	IC50=178nM	(NHP)
1h5u	6.75	IC50=178nM	(CHI)
3ekq	6.75	Kd=176.0nM	(ROC)
3ikd	6.75	Ki=0.179uM	(J9Z)
4ci2	6.75	Kd=177.8nM	(LVY)
4cwt	6.75	Ki=0.179uM	(IK9)
6fa5	6.75	Kd=179nM	(ADP)
6faa	6.75	Kd=179nM	(ADP)
6fac	6.75	Kd=179nM	(ADP)
1rw8	6.76	IC50=0.175uM	(580)
1w22	6.76	IC50=175.5nM	(NHB)
2on6	6.76	Ki=172nM	(IMH)
3ard	6.76	Kd=175nM	(3GH)
4b4g	6.76	IC50=0.175uM	(KKT)
4dce	6.76	IC50=0.174uM	(0JF)
4fn5	6.76	Kd=173nM	(8-mer)
4hlc	6.76	IC50=174nM	(T05)
4jg0	6.76	Kd=172nM	(12-mer)
4jzf	6.76	IC50=0.175uM	(1NL)
4pvx	6.76	Kd=172nM	(YS1)
5jmw	6.76	IC50=0.175uM	(L50)
5klt	6.76	Kd=175nM	(16-mer)
5nr8	6.76	IC50=175nM	(95N)
5q0u	6.76	IC50=0.175uM	(9LP)
5wa9	6.76	Kd=0.175uM	(9ZD)
6f9v	6.76	Ki=171.9nM	(D0Z)
1bkj	6.77	Kd=0.17uM	(FMN)
1bzh	6.77	Ki=0.17uM	(7-mer)
1hk2	6.77	Kd=0.17uM	(T44)
1mqd	6.77	IC50=0.17uM	(SHI)
1ms7	6.77	IC50=0.17uM	(SHI)
1o30	6.77	Ki=0.17uM	(693)
1o3j	6.77	Ki=0.17uM	(334)
1o3k	6.77	Ki=0.17uM	(334)
1om1	6.77	Ki=0.17uM	(IQA)
1ony	6.77	Ki=0.17uM	(588)
1qb1	6.77	Ki=170nM	(974)
1y19	6.77	Kd=170nM	(14-mer)
2c1a	6.77	IC50=0.17uM	(I5S)
2hyy	6.77	IC50=170nM	(STI)
2jdt	6.77	IC50=0.17uM	(I5S)
2piz	6.77	IC50=170nM	(606)
2rvn	6.77	Kd=0.17uM	(18-mer)
2vo7	6.77	IC50=168nM	(M05)
2w10	6.77	Kd=170nM	(12-mer)
2x2m	6.77	IC50=0.17uM	(X2M)
2xb9	6.77	Ki=0.17uM	(XNW)
3evf	6.77	Ki=170nM	(GTA)
3fas	6.77	Ki=171nM	(GLU)
3fvn	6.77	Ki=169nM	(9DX)
3gjt	6.77	Ki=170nM	(5-mer)
3ine	6.77	IC50=0.17uM	(X17)
3m40	6.77	Kd=0.17uM	(J45)
3zcz	6.77	Ki=0.17uM	(TFR)
4cwp	6.77	Ki=0.170uM	(TV2)
4gj7	6.77	IC50=0.17uM	(0LT)
4hlm	6.77	IC50=0.17uM	(16S)
4i10	6.77	IC50=0.17uM	(1BS)
4j8t	6.77	Kd=168nM	(DOG)
4loi	6.77	Kd=0.17uM	(1YC)
4nzo	6.77	Kd=0.17uM	(2OV)
4p4f	6.77	IC50=168nM	(2GB)
4x48	6.77	Ki=170nM	(XPF)
4x63	6.77	Kd=171nM	(3XV)
4zup	6.77	IC50=0.17uM	(5XA)
5ayt	6.77	Ki=0.17uM	(L6Y)
5c26	6.77	IC50=0.17uM	(50H)
5ecv	6.77	IC50=0.17uM	(5M2)
5eue	6.77	IC50=0.17uM	(5S5)
5fh8	6.77	Kd=170nM	(5XK)
5htb	6.77	Kd=170nM	(6L5)
5jrq	6.77	IC50=169nM	(6N9)
5khi	6.77	Kd=0.17uM	(6SX)
5mi5	6.77	Kd=170nM	(OAN)
5ngs	6.77	IC50=0.17uM	(8WW)
5nvw	6.77	Kd=170nM	(9BW)
5nvz	6.77	Kd=170nM	(9BN)
5ugh	6.77	Kd=170nM	(8AJ)
3fal	6.78	IC50=165nM	(LO2)
3gcu	6.78	Kd=165nM	(R48)
3kyf	6.78	Kd=165.0nM	(5GP)
3l9l	6.78	IC50=167nM	(L9L)
4hnp	6.78	IC50=164.5nM	(ONK)
4kqo	6.78	IC50=166nM	(JPP)
4ui5	6.78	IC50=167nM	(BJ4)
4wy7	6.78	Kd=167nM	(16-mer)
5ahu	6.78	Kd=167nM	(G76)
5gvp	6.78	Kd=165nM	(GCF)
5mte	6.78	Ki=167nM	(BB2)
5uzj	6.78	Ki=165nM	(8UV)
5yh8	6.78	Kd=167.8nM	(8UX)
5zaf	6.78	Ki=166nM	(28I)
6cho	6.78	IC50=167nM	(F14)
2rcb	6.79	Kd=163nM	(DSN)
3su0	6.79	Ki=162nM	(TSV)
4i9s	6.79	Kd=162nM	(RET)
4l31	6.79	IC50=162nM	(F08)
4ogj	6.79	Kd=164nM	(2TA)
4wkv	6.79	Ki=0.161uM	(3QK)
4xnv	6.79	Ki=161nM	(BUR)
5dy5	6.79	IC50=0.163uM	(5GR)
5nrf	6.79	IC50=163nM	(95Q)
5uga	6.79	Ki=161nM	(8BM)
5ugb	6.79	Ki=161nM	(8BM)
5y94	6.79	Kd=164nM	(8QC)
1bl6	6.80	IC50=0.16uM	(SB6)
1fl3	6.80	Kd=0.16uM	(SPB)
1mkd	6.80	IC50=160nM	(ZAR)
1nq7	6.80	Ki=0.16uM	(ARL)
1okx	6.80	IC50=0.16uM	(8-mer)
1p1n	6.80	Kd=0.16uM	(KAI)
1ttv	6.80	IC50=160nM	(IMY)
1ung	6.80	IC50=0.16uM	(ALH)
1y2e	6.80	IC50=0.16uM	(5DE)
2ai8	6.80	IC50=0.16uM	(SB7)
2i0v	6.80	IC50=160nM	(6C3)
2n3k	6.80	Kd=159nM	(17-mer)
2xhm	6.80	Ki=0.16uM	(K26)
2xm8	6.80	IC50=0.16uM	(B4W)
2xnm	6.80	IC50=0.16uM	(WGZ)
2xu3	6.80	IC50=0.16uM	(XU3)
3c4c	6.80	IC50=160nM	(324)
3c88	6.80	Ki=157nM	(5-mer)
3d94	6.80	Ki=157nM	(D94)
3fui	6.80	IC50=0.157uM	(812)
3fv8	6.80	IC50=0.16uM	(JK3)
3fx6	6.80	Ki=0.16uM	(BPX)
3ihz	6.80	IC50=160nM	(FK5)
3kc3	6.80	IC50=0.16uM	(MK2)
3mbp	6.80	Ki=0.16uM	(3-mer)
3qcq	6.80	IC50=0.158uM	(3Q0)
3qn7	6.80	Kd=157nM	(17-mer)
3s2v	6.80	Ki=157nM	(3HU)
3sdk	6.80	IC50=160nM	(P3N)
3t03	6.80	Ki=160nM	(3T0)
3uib	6.80	Kd=0.16uM	(SB2)
3uvk	6.80	Kd=0.16uM	(11-mer)
3zke	6.80	Kd=0.16uM	(11-mer)
3zrl	6.80	IC50=0.16uM	(ZRL)
4aro	6.80	Kd~160nM	(IHS)
4er4	6.80	Ki=160nM	(10-mer)
4g2f	6.80	IC50=0.16uM	(C07)
4j0a	6.80	IC50=0.16uM	(1JL)
4l7f	6.80	IC50=0.16uM	(1V5)
4lkg	6.80	Kd=0.16uM	(3-mer)
4qo9	6.80	IC50=0.16uM	(627)
4u0s	6.80	Kd=0.158uM	(ADP)
4wno	6.80	IC50=160nM	(3RF)
4xt9	6.80	IC50=0.16uM	(43V)
4yoz	6.80	Kd=0.16uM	(9-mer)
5a83	6.80	IC50=0.158uM	(YD3)
5acb	6.80	IC50=158nM	(5I1)
5c83	6.80	IC50=0.16uM	(4YN)
5elv	6.80	Kd=0.16uM	(5PX)
5fqt	6.80	IC50=160nM	(7QN)
5j8m	6.80	Kd=160nM	(6DL)
5l72	6.80	IC50=158nM	(6PF)
5nk6	6.80	Kd=158nM	(90W)
5vlh	6.80	Kd=0.16uM	(14-mer)
5wae	6.80	Ki=160nM	(A1J)
5y8c	6.80	IC50=0.16uM	(8P9)
6bsm	6.80	IC50=160nM	(E7D)
6cve	6.80	Kd=0.16uM	(CTP)
6ej4	6.80	Ki=158nM	(B7W)
6eo9	6.80	Ki=160nM	(2OJ)
2f3e	6.81	IC50=0.156uM	(AXQ)
2uwp	6.81	Ki=154nM	(894)
3bc3	6.81	Ki=0.155uM	(OPT)
3mo0	6.81	Kd=154nM	(E11)
4ci3	6.81	Kd=156.6nM	(Y70)
4eqf	6.81	Kd=155nM	(7-mer)
4m48	6.81	Ki=156nM	(21B)
5cnm	6.81	Ki=156nM	(52Q)
5etx	6.81	Kd=154.3nM	(5RS)
5vo2	6.81	Ki=0.154uM	(9FV)
5wlt	6.81	Ki=155.5nM	(86B)
5zae	6.81	Ki=156nM	(EAU)
1db5	6.82	IC50=0.152uM	(6IN)
1drk	6.82	Kd=0.15uM	(RIP)
1fhd	6.82	Ki=0.15uM	(2-mer)
1fsy	6.82	Ki=0.15uM	(105)
1hgt	6.82	Ki=150nM	(12-mer)
1jeu	6.82	Kd=150nM	(3-mer)
1k1n	6.82	Kd=153nM	(CCR)
1lrh	6.82	Kd=0.15uM	(NLA)
1n7t	6.82	IC50=0.15uM	(7-mer)
1nnu	6.82	Ki=0.15uM	(TCT)
1o37	6.82	Ki=0.15uM	(653)
1o38	6.82	Ki=0.15uM	(653)
1pmv	6.82	IC50=150nM	(537)
1s9t	6.82	IC50=0.15uM	(QUS)
1tr7	6.82	Kd=0.15uM	(DEG)
1uwf	6.82	Kd=0.15uM	(DEG)
1xh7	6.82	Kd=150nM	(R96)
2ath	6.82	IC50=0.152uM	(3EA)
2b1i	6.82	Ki=0.15uM	(93A)
2c94	6.82	Kd=0.15uM	(TSF)
2d41	6.82	Ki=0.15uM	(SNH)
2etk	6.82	Ki=0.15uM	(HFS)
2etr	6.82	Ki=0.15uM	(Y27)
2g97	6.82	Kd=152nM	(DGB)
2jk9	6.82	Kd=150nM	(15-mer)
2mwy	6.82	Kd=0.15uM	(15-mer)
2oxd	6.82	Ki=0.15uM	(K32)
2pym	6.82	Kd=150nM	(1UN)
2r9s	6.82	IC50=0.15uM	(255)
2rfh	6.82	Ki=0.15uM	(23N)
2v5a	6.82	IC50=150nM	(LZL)
2v8w	6.82	Kd=0.15uM	(MGO)
2wk2	6.82	Ki=0.15uM	(3-mer)
2xyd	6.82	Ki=150nM	(3ES)
2y1d	6.82	IC50=0.15uM	(34F)
2ydi	6.82	IC50=0.15uM	(YDI)
2zq0	6.82	Ki=0.15uM	(ACR)
3cqu	6.82	IC50=151nM	(CQU)
3dnj	6.82	Kd=150nM	(10-mer)
3dx2	6.82	Ki=150nM	(MZB)
3ipe	6.82	IC50=0.15uM	(JZE)
3kb3	6.82	IC50=0.15uM	(A8S)
3m3x	6.82	Kd=0.15uM	(JS7)
3n5e	6.82	Kd=151nM	(8-mer)
3ncg	6.82	IC50=150nM	(BK1)
3qbh	6.82	IC50=150nM	(QBH)
3s75	6.82	Kd=150nM	(EVG)
3s9t	6.82	Kd=0.15uM	(E49)
3t5i	6.82	Kd=0.15uM	(9-mer)
3tdz	6.82	Kd=0.15uM	(13-mer)
3ufl	6.82	IC50=0.15uM	(508)
3uix	6.82	IC50=0.151uM	(Q17)
3vf8	6.82	IC50=150nM	(0JE)
3wzp	6.82	Kd=0.15uM	(ZOF)
4c8r	6.82	IC50=153nM	(6YT)
4cku	6.82	IC50=0.15uM	(P2F)
4gkc	6.82	Kd=150nM	(RET)
4gy5	6.82	Kd=0.15uM	(17-mer)
4h4d	6.82	IC50=0.15uM	(10E)
4lm5	6.82	IC50=150nM	(Q17)
4n3r	6.82	IC50=0.15uM	(2GU)
4nue	6.82	Ki=0.15uM	(NUE)
4oew	6.82	Kd=152nM	(5IO)
4ow0	6.82	IC50=0.15uM	(S88)
4qy3	6.82	Ki=0.15uM	(3G1)
4w9s	6.82	IC50=0.15uM	(3K1)
5aku	6.82	IC50=150nM	(29F)
5dt2	6.82	IC50=150nM	(5EV)
5eud	6.82	IC50=0.15uM	(5S6)
5exw	6.82	Kd=150nM	(7DT)
5he0	6.82	IC50=0.15uM	(453)
5htc	6.82	Kd=150nM	(66M)
5hyq	6.82	Kd=150nM	(12-mer)
5j75	6.82	IC50=150nM	(6GQ)
5jc1	6.82	IC50=0.15uM	(6JB)
5kr8	6.82	IC50=0.15uM	(6WE)
5m34	6.82	Kd=0.15uM	(CBY)
5m6h	6.82	IC50=150nM	(7J6)
5nf5	6.82	Ki=152nM	(8VN)
5qc4	6.82	IC50=0.15uM	(BC7)
5tjx	6.82	IC50=153nM	(GBT)
5vcv	6.82	Kd=150nM	(1N1)
5w8i	6.82	IC50=0.150uM	(9YD)
5w9g	6.82	Ki=0.15uM	(KU2)
5wev	6.82	Ki=0.15uM	(9ZS)
5ylv	6.82	Ki=150nM	(8WX)
6apz	6.82	IC50=0.15uM	(BQ4)
6bgy	6.82	Kd=0.15uM	(DLJ)
1htf	6.83	IC50=148nM	(G26)
1tze	6.83	IC50=0.148uM	(7-mer)
2gnh	6.83	IC50=149nM	(H52)
2xnb	6.83	Ki=149nM	(Y8L)
3deh	6.83	IC50=149nM	(RXA)
3e6v	6.83	Kd=147nM	(ABH)
3kvx	6.83	IC50=0.148uM	(FMY)
3zo4	6.83	IC50=149nM	(QWI)
4bcq	6.83	Kd=0.147uM	(TJF)
4o91	6.83	IC50=149nM	(NG2)
4u91	6.83	Kd=149nM	(11-mer)
1bhx	6.84	Ki=0.145uM	(R56)
1me4	6.84	Ki=146nM	(T10)
2hxq	6.84	IC50=144nM	(373)
2y5g	6.84	Ki=146nM	(FJD)
3du8	6.84	IC50=0.146uM	(553)
3ewj	6.84	Ki=143nM	(642)
3lco	6.84	IC50=143nM	(LC0)
3qio	6.84	Kd=144nM	(QID)
4kn1	6.84	Kd=144nM	(04J)
4l0s	6.84	IC50=145nM	(1UZ)
4l32	6.84	IC50=146nM	(1VF)
4pul	6.84	Kd=146.1nM	(2WU)
5cep	6.84	Ki=0.145uM	(50E)
5cnj	6.84	Ki=144nM	(52Q)
5ezz	6.84	IC50=145nM	(5T6)
5mae	6.84	Ki=146nM	(7KN)
5mi3	6.84	Kd=146nM	(GDP)
5uis	6.84	IC50=146nM	(8C1)
6csr	6.84	Kd=144nM	(BHO)
6fr0	6.84	IC50=0.146uM	(E3H)
6fyp	6.84	IC50=143nM	(3NG)
1bap	6.85	Kd=0.14uM	(ARA/ARB)
1ele	6.85	Ki=0.14uM	(0QN)
1g30	6.85	Ki=140nM	(T87)
1h3b	6.85	IC50=141nM	(R46)
1lkk	6.85	Kd=140nM	(4-mer)
1os5	6.85	Kd=0.14uM	(NH1)
1q72	6.85	Kd=0.14uM	(COC)
1qyg	6.85	Kd=0.14uM	(BCG)
1rv1	6.85	IC50=0.14uM	(IMZ)
1sqc	6.85	Ki=0.14uM	(LDA)
1tvo	6.85	Ki=0.14uM	(FRZ)
1xk9	6.85	Ki=140nM	(P34)
1xt8	6.85	Kd=0.14uM	(CYS)
1yw2	6.85	IC50=141nM	(PGJ)
2axi	6.85	IC50=0.14uM	(10-mer)
2cbr	6.85	IC50=140nM	(A80)
2fjm	6.85	IC50=142nM	(073)
2iw6	6.85	IC50=0.14uM	(QQ2)
2vgp	6.85	IC50=0.14uM	(AD6)
2vto	6.85	IC50=140nM	(LZ8)
2vtq	6.85	IC50=140nM	(LZA)
2yc3	6.85	IC50=0.14uM	(MW5)
3emh	6.85	Kd=140nM	(13-mer)
3f5p	6.85	IC50=0.140uM	(741)
3g42	6.85	IC50=0.14uM	(792)
3h3c	6.85	IC50=140nM	(P1E)
3iet	6.85	Kd=0.14uM	(9-mer)
3n76	6.85	Ki=0.14uM	(CA2)
3pn4	6.85	Ki=140nM	(BB2)
3pz3	6.85	IC50=141nM	(PZ3)
3qo2	6.85	Kd=0.14uM	(15-mer)
3rul	6.85	Kd=0.14uM	(7-mer)
3s8o	6.85	Kd=0.14uM	(5-mer)
3voz	6.85	IC50=0.14uM	(04A)
3wcg	6.85	IC50=0.14uM	(BH3)
4b8p	6.85	Kd=0.14uM	(12-mer)
4d85	6.85	IC50=0.14uM	(0GU)
4g16	6.85	IC50=0.14uM	(0VM)
4gye	6.85	IC50=142nM	(6-mer)
4hki	6.85	IC50=0.14uM	(FLN)
4k3h	6.85	Kd=140nM	(1OM)
4nzm	6.85	IC50=0.14uM	(0EJ)
4ool	6.85	IC50=0.14uM	(2U2)
4qtn	6.85	Kd=142nM	(NNR)
4tkg	6.85	IC50=0.140uM	(09L)
4w9q	6.85	IC50=140nM	(3JP)
4x9w	6.85	IC50=0.14uM	(5-mer)
4ybm	6.85	IC50=0.14uM	(4BJ)
5d7c	6.85	IC50=0.14uM	(57W)
5div	6.85	Ki=0.14uM	(5BH)
5f1v	6.85	Ki=140nM	(3VN)
5g1c	6.85	IC50=0.14uM	(9RB)
5ie1	6.85	Kd=140nM	(6BS)
5j64	6.85	Kd=140nM	(6G7)
5teg	6.85	Kd=0.14uM	(8-mer)
5tz3	6.85	IC50=0.14uM	(7OM)
6d5e	6.85	Kd=0.14uM	(FVG)
6eox	6.85	IC50=140nM	(BKW)
6fnj	6.85	Kd=142nM	(DWT)
6fqo	6.85	IC50=0.140uM	(E2T)
6iiv	6.85	Ki=140nM	(A90)
2vd1	6.86	IC50=0.138uM	(D28)
3aid	6.86	Ki=137nM	(ARQ)
3pyy	6.86	Kd=137nM	(3YY)
5dx4	6.86	Kd=0.137uM	(E0C)
5f3e	6.86	IC50=0.138uM	(5UO)
5fh7	6.86	Kd=137nM	(5XL)
5mzg	6.86	IC50=138nM	(2GE)
5y3o	6.86	IC50=0.138uM	(8M9)
6ee3	6.86	Ki=137nM	(J4V)
1cgl	6.87	Ki=0.135uM	(0ED)
2zcr	6.87	Ki=135nM	(B69)
3c94	6.87	Kd=136nM	(10-mer)
3mo5	6.87	Kd=136nM	(E72)
3qin	6.87	Kd=136nM	(P1Y)
3tmk	6.87	Kd=135nM	(T5A)
4mhz	6.87	Ki=0.134uM	(PBD)
4re4	6.87	Ki=135nM	(IFM)
4rvr	6.87	Kd=136nM	(3WQ)
4x1s	6.87	Kd=0.134uM	(10-mer)
5j0d	6.87	Kd=134nM	(6F9)
5nih	6.87	Ki=134nM	(8VE)
5vr8	6.87	Kd=0.135uM	(UDX)
6cis	6.87	IC50=0.135uM	(X26)
6gl9	6.87	Kd=135nM	(F3W)
1i3z	6.88	Kd=131nM	(14-mer)
1xka	6.88	Ki=131nM	(4PP)
2c6n	6.88	Ki=131.5nM	(LPR)
3oe5	6.88	Ki=132nM	(611)
3u3u	6.88	Kd=133.3nM	(EAH)
4bco	6.88	Ki=0.131uM	(T6Q)
4j4n	6.88	IC50=132nM	(D44)
4k43	6.88	Kd=132nM	(1PO)
4n4s	6.88	Ki=133nM	(2H1)
4ui3	6.88	IC50=133nM	(06R)
4uvc	6.88	IC50=0.131uM	(D52)
4wvl	6.88	Kd=131nM	(3US)
5tci	6.88	Kd=132nM	(79V)
5xgl	6.88	Kd=131.6nM	(17-mer)
5z99	6.88	Kd=133nM	(SLB)
6el5	6.88	Kd=133nM	(PU1)
1b3f	6.89	Kd=130nM	(3-mer)
1fh8	6.89	Ki=0.13uM	(2-mer)
1jev	6.89	Kd=130nM	(3-mer)
1qhr	6.89	IC50=130nM	(157)
1sb1	6.89	Ki=0.128uM	(165)
1uz1	6.89	Ki=130nM	(IFL)
1v0p	6.89	IC50=0.13uM	(PVB)
1vr1	6.89	Kd=128nM	(10-mer)
1wqv	6.89	IC50=130nM	(PSM)
2bfq	6.89	Kd=0.13uM	(AR6)
2dri	6.89	Kd=0.13uM	(RIP)
2e92	6.89	Ki=0.13uM	(M0N)
2f34	6.89	Kd=0.13uM	(UBA)
2gvz	6.89	Ki=130nM	(ONA)
2iu0	6.89	Ki=0.13uM	(203)
2jnp	6.89	Ki=130nM	(NGH)
2r3w	6.89	Ki=0.128uM	(G3G)
2vk2	6.89	Kd=0.13uM	(GZL)
2wks	6.89	Ki=130nM	(CB6)
2x38	6.89	IC50=130nM	(IC8)
2xu5	6.89	IC50=0.13uM	(XU5)
2y57	6.89	Kd=0.13uM	(V37)
2yiu	6.89	IC50=130nM	(SMA)
2ym7	6.89	IC50=0.13uM	(YM7)
2yol	6.89	Ki=0.13uM	(EBN)
3f0r	6.89	Ki=130nM	(TSN)
3fvg	6.89	Ki=128nM	(MS8)
3fxz	6.89	IC50=130nM	(FLL)
3hu1	6.89	Kd=0.13uM	(AGS)
3hu3	6.89	Kd=0.13uM	(AGS)
3jya	6.89	Ki=0.1301uM	(LWG)
3kvw	6.89	IC50=0.13uM	(IRB)
3l4x	6.89	Ki=0.13uM	(NR3)
3ljt	6.89	IC50=129nM	(LA3)
3psl	6.89	Kd=0.13uM	(6-mer)
3py0	6.89	IC50=130nM	(SU9)
3py1	6.89	IC50=130nM	(SU9)
3qip	6.89	Kd=129nM	(P4Y)
3r4n	6.89	Ki=0.13uM	(FU5)
3rak	6.89	IC50=0.13uM	(03Z)
3tib	6.89	IC50=129nM	(LVO)
3vsw	6.89	IC50=130nM	(R31)
3zrk	6.89	IC50=0.13uM	(ZRK)
3zrm	6.89	IC50=0.13uM	(ZRM)
4al4	6.89	Kd=0.13uM	(W7E)
4awk	6.89	IC50=0.13uM	(CI1)
4bo4	6.89	IC50=0.13uM	(36G)
4dvf	6.89	IC50=128nM	(7-mer)
4g4p	6.89	Kd=0.13uM	(GLN)
4hn2	6.89	IC50=129nM	(0EJ)
4ks5	6.89	Ki=130nM	(1SO)
4o76	6.89	IC50=0.13uM	(1M3)
4op1	6.89	IC50=0.129uM	(2UW)
4x8v	6.89	Ki=130nM	(3Z9)
4yik	6.89	Ki=0.128uM	(2O2)
4yw7	6.89	Kd=130nM	(4J0)
4zuq	6.89	IC50=0.13uM	(6XA)
5ee8	6.89	IC50=0.13uM	(ZXM)
5ewj	6.89	IC50=130nM	(QEL)
5f67	6.89	Kd~0.13uM	(19-mer)
5h4j	6.89	Ki=0.13uM	(FKM)
5he2	6.89	IC50=0.13uM	(F0S)
5hfu	6.89	IC50=0.13uM	(603)
5j5r	6.89	Ki=130nM	(6G1)
5jic	6.89	IC50=0.13uM	(N7E)
5kj0	6.89	IC50=130nM	(6TB)
5l2m	6.89	IC50=0.13uM	(6ZY)
5x9p	6.89	IC50=0.13uM	(80L)
5yg2	6.89	IC50=130nM	(N05)
6glb	6.89	Kd=129nM	(F48)
1k1l	6.90	Kd=125nM	(FD3)
2hwo	6.90	IC50=0.126uM	(RBS)
2p3g	6.90	IC50=0.126uM	(F10)
2w6n	6.90	IC50=0.125uM	(OA2)
3a2c	6.90	Ki=0.126uM	(PDY)
3cow	6.90	Kd=0.125uM	(52H)
3dy6	6.90	IC50=126nM	(DY6)
3gbb	6.90	Ki=126nM	(MS8)
3qo3	6.90	Kd~125nM	(ATP)
3uyr	6.90	Kd=127nM	(8-mer)
4fz6	6.90	IC50=127nM	(0VG)
4j4o	6.90	IC50=125nM	(D44)
4rh5	6.90	Kd=127.3nM	(9-mer)
4vgc	6.90	Ki=0.127uM	(SRD)
4zzx	6.90	Kd=0.125uM	(FSU)
5f3g	6.90	IC50=0.126uM	(5UL)
5w6i	6.90	Kd=125nM	(12-mer)
6q73	6.90	IC50=0.126uM	(HKK)
2hha	6.91	IC50=0.122uM	(3TP)
2ito	6.91	Kd=123.6nM	(IRE)
3evc	6.91	Kd=124nM	(GTP)
3evd	6.91	Kd=124nM	(GTP)
3kbz	6.91	IC50=124nM	(2T4)
3wde	6.91	Kd=124nM	(7-mer)
4bcm	6.91	Ki=0.123uM	(T7Z)
4jx7	6.91	IC50=123nM	(1N6)
5can	6.91	Ki=124nM	(4ZB)
5cqt	6.91	Kd=0.124uM	(EB3)
5nra	6.91	IC50=123nM	(95K)
5tq6	6.91	IC50=123.6nM	(7GV)
6hu0	6.91	IC50=122nM	(T86)
1a37	6.92	Kd=120nM	(15-mer)
1a9m	6.92	Ki=119nM	(U0E)
1b39	6.92	Kd=0.120uM	(ATP)
1d4w	6.92	Kd=120nM	(11-mer)
1jbd	6.92	IC50=0.12uM	(14-mer)
1k6v	6.92	Kd=120nM	(XN2)
1m9n	6.92	Ki=0.12uM	(XMP)
1o2j	6.92	Ki=0.12uM	(656)
1o2k	6.92	Ki=0.12uM	(656)
1o4a	6.92	IC50=120nM	(197)
1ph0	6.92	Ki=120nM	(418)
1pkx	6.92	Ki=0.12uM	(XMP)
1swr	6.92	Kd=0.12uM	(BTN)
1vj5	6.92	IC50=0.12uM	(CIU)
2a3x	6.92	IC50=0.12uM	(CPK)
